unique_id,code,desc,value,reason,workgroup,controllable,r_cat,r_dets,code_prm,code_sub
OP0653-2021-10-27-AUH-CAI,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0011-2021-10-27-AUH-LHR,40A,Defects identified during transit; Application of MEL; Lack of manpower,13,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0622-2021-10-27-AUH-SEZ,40A,Defects identified during transit; Application of MEL; Lack of manpower,15,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0473-2021-10-27-SIN-AUH,40A,Defects identified during transit; Application of MEL; Lack of manpower,33,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0430-2021-10-27-AUH-HKT,16I,Guest boarding,24,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP2333-2021-10-27-AUH-JED,16I,Guest boarding,11,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0073-2021-10-27-AUH-ZRH,24B,Incorrect contour/build of ULD ,4,Cargo & Mail - Incorrect contour/build of ULD,Below Wing,N,Cargo & Mail,Incorrect contour/build of ULD,24,B
OP2321-2021-10-27-AUH-DMM,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,8,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0012-2021-10-28-LHR-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0140-2021-10-28-YYZ-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,11,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0216-2021-10-28-AUH-BLR,16H,Slow settling of guests on board ,9,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0230-2021-10-28-AUH-DAC,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,36,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0020-2021-10-28-LHR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,6,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0233-2021-10-28-AUH-ISB,55B,DCS / Load control system failure/slow response Local/Host network failure/slow,15,Network Failure/Slow response of DCS / check-in system outage/latency,Others,N,Network Failure/Slow response of DCS / check,in system outage/latency,55,B
OP0272-2021-10-28-AUH-TRV,15D,Excess hand luggage retrieval during boarding ,16,Pax & Bag - Handluggage issues during boarding,Above Wing,Y,Pax & Bag,Handluggage issues during boarding,15,D
OP0209-2021-10-28-NCR-AUH,40A,Defects identified during transit; Application of MEL; Lack of manpower,8,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP2552-2021-10-28-RUH-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,2,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP0200-2021-10-28-AUH-KHI,93R,Applicable to all delays caused by late arrival of aircraft from another flight,3,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0101-2021-10-28-AUH-LAX,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0610-2021-10-28-CMN-AUH,16A,Commercial publicity; Press or media activities; VIP handling,10,"Pax & Bag - Commercial publicity, VIP, press handling",Above Wing,N,Pax & Bag,"Commercial publicity, VIP, press handling",16,A
OP0245-2021-10-29-DAC-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,15,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP0151-2021-10-29-AUH-ORD,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0289-2021-10-29-AMD-AUH,06B,Awaiting stand/slot at destination station,28,Gate/Stand Availability,NOC,N,Gate/Stand Availability,Gate/Stand Availability,06,B
OP0642-2021-10-29-NBO-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0418-2021-10-29-AUH-KUL,16H,Slow settling of guests on board ,5,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0150-2021-10-29-ORD-AUH,40A,Defects identified during transit; Application of MEL; Lack of manpower,199,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0268-2021-10-29-AUH-MAA,93R,Applicable to all delays caused by late arrival of aircraft from another flight,220,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0022-2021-10-29-MAN-AUH,35B,Extraordinary additional cleaning required (e.g. soiled seats); Late cleaning ,14,Aircraft & Ramp - Special aircraft cleaning requirements,Below Wing,N,Aircraft & Ramp,Special aircraft cleaning requirements,35,B
OP0461-2021-10-29-MEL-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,12,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0012-2021-10-29-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,10,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0019-2021-10-29-AUH-LHR,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0008-2021-10-29-FRA-AUH,89A,Restriction due to curfew; Noise abatement; Political unrest; Industrial action,42,Airport/Govt Authorities - Restrictions at airport of departure,AptAuth,N,Airport/Govt Authorities,Restrictions at airport of departure,89,A
OP0455-2021-10-29-SYD-AUH,10C,Late guest acceptance from another delayed/cancelled/overbooked flight,7,Pax & Bag - Acceptance of guests after flight closure for abnormal ops,Above Wing,N,Pax & Bag,Acceptance of guests after flight closure for abnormal ops,10,C
OP0217-2021-10-29-BLR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,11,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0052-2021-10-30-GVA-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2003-2021-10-30-FRA-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0653-2021-10-30-AUH-CAI,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,10,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP2423-2021-10-30-MNL-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,11,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0268-2021-10-30-AUH-MAA,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,60,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0232-2021-10-30-ISB-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,16,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0273-2021-10-30-TRV-AUH,42B,Late/Incorrect completion of documentation; Awaiting engineer sign-off ,9,Technical - Tech documentation/personnel issues during scheduled maint,Technical,N,Technical,Tech documentation/personnel issues during scheduled maint,42,B
OP0246-2021-10-30-AUH-COK,16H,Slow settling of guests on board ,7,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0097-2021-10-30-AUH-IST,93R,Applicable to all delays caused by late arrival of aircraft from another flight,47,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0269-2021-10-30-MAA-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,46,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0011-2021-10-30-AUH-LHR,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,8,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0474-2021-10-30-AUH-CGK,15B,Guest arriving at gate after deadline ,9,Pax & Bag - Paging/Missing checked-in guest without baggage offload,Above Wing,Y,Pax & Bag,in guest without baggage offload,15,B
OP0150-2021-10-30-ORD-AUH,12A,Lack of staff; Group check-in (use 87A for capacity constraints),24,Late Check-in,Above Wing,Y,Late Check,in,12,A
OP0206-2021-10-30-AUH-BOM,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,14,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0289-2021-10-30-AMD-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,5,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0075-2021-10-30-AUH-MAD,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0005-2021-10-30-AUH-MUC,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0130-2021-10-30-IAD-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,50,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP2318-2021-10-30-RUH-AUH,16H,Slow settling of guests on board ,17,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0151-2021-10-30-AUH-ORD,55C,Airline DCS/Load control system user interface issues use 55A/55B for localised,26,Airline DCS/Load control system outage/malfunctions,Others,N,Airline DCS/Load control system outage/malfunctions,Airline DCS/Load control system outage/malfunctions,55,C
OP0101-2021-10-30-AUH-LAX,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,10,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0533-2021-10-30-AUH-BEY,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0006-2021-10-30-MUC-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,6,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2014-2021-10-30-AUH-FRA,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,10,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0012-2021-10-30-LHR-AUH,10C,Late guest acceptance from another delayed/cancelled/overbooked flight,48,Pax & Bag - Acceptance of guests after flight closure for abnormal ops,Above Wing,N,Pax & Bag,Acceptance of guests after flight closure for abnormal ops,10,C
OP0244-2021-10-31-LHE-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,113,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0201-2021-10-31-KHI-AUH,09B,Aircraft or STD/STA changes initiated by NOC resulting in less than SGT turn tim,8,Other - Insufficient scheduled ground time due NOC initiated aircraft / time changes,NOC,N,Other,Insufficient scheduled ground time due NOC initiated aircraft / time changes,09,B
OP0430-2021-10-31-HKT-BKK,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0150-2021-10-31-ORD-AUH,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,11,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP0022-2021-10-31-MAN-AUH,16I,Guest boarding,4,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0051-2021-10-31-AUH-GVA,21B,Late/Incorrect cargo and mail documents ,17,Cargo & Mail - Late or incorrect documentation for booked cargo and mail,Below Wing,N,Cargo & Mail,Late or incorrect documentation for booked cargo and mail,21,B
OP0613-2021-10-31-AUH-CMN,16I,Guest boarding,10,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0151-2021-10-31-AUH-ORD,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,29,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0020-2021-10-31-LHR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0246-2021-10-31-AUH-COK,72A,Outside aircraft limits; Weather below operating limits ,60,Weather - Destination Station below operating limits,Weather,N,Weather,Destination Station below operating limits,72,A
OP0006-2021-10-31-MUC-AUH,16H,Slow settling of guests on board ,8,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0654-2021-10-01-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,8,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0088-2021-10-01-MXP-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,13,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0078-2021-10-01-AMS-AUH,16E,Repatriation/Deportation handling; Inadmissible handling; Disruptive guest han,17,Pax & Bag - Abnormal guest handling,Above Wing,N,Pax & Bag,Abnormal guest handling,16,E
OP0038-2021-10-01-CDG-AUH,36B,empty,31,Aircraft & Ramp - Slow fuelling,Below Wing,Y,Aircraft & Ramp,Slow fuelling,36,B
OP0020-2021-10-01-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,14,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0012-2021-10-01-LHR-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,10,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0008-2021-10-01-FRA-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0658-2021-10-01-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,14,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0274-2021-10-02-AUH-HYD,18A,Late delivery of local baggage; Late delivery of bulky baggage; Lack of staff/,7,Pax & Bag - Late or incorrectly sorted local baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted local baggage,18,A
OP0012-2021-10-02-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,19,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0622-2021-10-02-AUH-SEZ,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,20,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0022-2021-10-02-MAN-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,11,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0042-2021-10-02-DUB-AUH,81A,En-route ATC demand/Capacity constraints; En-route military exercise,44,Air Traffic Flow Management Restrictions - En-route ATC congestion,NOC,N,Air Traffic Flow Management Restrictions,route ATC congestion,81,A
OP0074-2021-10-02-ZRH-AUH,81A,En-route ATC demand/Capacity constraints; En-route military exercise,4,Air Traffic Flow Management Restrictions - En-route ATC congestion,NOC,N,Air Traffic Flow Management Restrictions,route ATC congestion,81,A
OP0237-2021-10-02-BLR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0008-2021-10-03-FRA-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,6,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0244-2021-10-03-LHE-AUH,16H,Slow settling of guests on board ,19,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0007-2021-10-03-AUH-FRA,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,2,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0246-2021-10-03-AUH-COK,16H,Slow settling of guests on board ,12,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0654-2021-10-03-CAI-AUH,16B,Passenger searching for missing property/document ,5,Pax & Bag - Guest convenience,Above Wing,N,Pax & Bag,Guest convenience,16,B
OP0247-2021-10-04-COK-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,143,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2333-2021-10-05-AUH-JED,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,2,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2551-2021-10-05-AUH-RUH,16I,Guest boarding,16,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0654-2021-10-05-CAI-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,13,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0211-2021-10-05-NCR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,8,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0081-2021-10-05-AUH-MXP,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,6,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0538-2021-10-05-BEY-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2003-2021-10-05-FRA-AUH,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,20,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP2334-2021-10-05-JED-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0273-2021-10-07-TRV-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,8,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0020-2021-10-07-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,5,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2552-2021-10-07-RUH-AUH,09A,Built into base schedule (use 09B for changes initiated by NOC resulting in less,20,Other - Insufficient scheduled ground time due base schedule,Others,N,Other,Insufficient scheduled ground time due base schedule,09,A
OP0012-2021-10-07-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,7,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0242-2021-10-07-LHE-AUH,10C,Late guest acceptance from another delayed/cancelled/overbooked flight,15,Pax & Bag - Acceptance of guests after flight closure for abnormal ops,Above Wing,N,Pax & Bag,Acceptance of guests after flight closure for abnormal ops,10,C
OP0235-2021-10-07-DAC-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,18,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0474-2021-10-07-AUH-CGK,16H,Slow settling of guests on board ,6,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0022-2021-10-07-MAN-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,3,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0038-2021-10-07-CDG-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,22,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0205-2021-10-07-BOM-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,10,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP2333-2021-10-07-AUH-JED,16I,Guest boarding,14,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0472-2021-10-08-AUH-CGK,91B,Flight hold awaiting only baggage from another late inbound Etihad flight (deta,4,Reactionary - Awaiting baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting baggage from another late inbound Etihad flight,91,B
OP2318-2021-10-08-RUH-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,2,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0431-2021-10-08-BKK-HKT,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,15,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0460-2021-10-08-AUH-MEL,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,2,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0083-2021-10-08-AUH-FCO,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0461-2021-10-09-MEL-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,5,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2334-2021-10-09-JED-AUH,87E,Baggage sorting system failure; Lighting/Electricity failure; Screening machine,6,Airport/Govt Authorities - Airport facility equipment malfunctions,AptAuth,N,Airport/Govt Authorities,Airport facility equipment malfunctions,87,E
OP0022-2021-10-09-MAN-AUH,35B,Extraordinary additional cleaning required (e.g. soiled seats); Late cleaning ,11,Aircraft & Ramp - Special aircraft cleaning requirements,Below Wing,N,Aircraft & Ramp,Special aircraft cleaning requirements,35,B
OP0206-2021-10-09-AUH-BOM,15B,Guest arriving at gate after deadline ,8,Pax & Bag - Paging/Missing checked-in guest without baggage offload,Above Wing,Y,Pax & Bag,in guest without baggage offload,15,B
OP0268-2021-10-09-AUH-MAA,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,22,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0007-2021-10-09-AUH-FRA,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0075-2021-10-10-AUH-MAD,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP2552-2021-10-10-RUH-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,3,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0008-2021-10-10-FRA-AUH,33A,empty,17,Aircraft & Ramp - Late or lack of loading equipment ,Below Wing,Y,Aircraft & Ramp,Late or lack of loading equipment,33,A
OP0245-2021-10-10-DAC-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,1,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0269-2021-10-10-MAA-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,6,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0078-2021-10-10-AMS-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,13,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0275-2021-10-12-HYD-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,9,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0012-2021-10-12-LHR-AUH,87D,Facility capacity limitations; Transfer Baggage/USCBP Baggage/Catering & Cargo ,34,Airport/Govt Authorities - Airside facility limitations,AptAuth,N,Airport/Govt Authorities,Airside facility limitations,87,D
OP0232-2021-10-12-ISB-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,22,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2333-2021-10-12-AUH-JED,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,7,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0654-2021-10-13-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,19,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
